Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(Wh),Relative Time(h:min:s.ms),Absolute Time
23863,CC_Chg,157,83,331,0.0540,0.1395,1.3350,0.0001415,24:43:20.000,08/17/2019 22:41:51
23864,CC_Chg,157,83,331,0.0540,0.1398,1.3500,0.0001436,25:00:00.000,08/17/2019 22:58:31
23865,CC_Chg,157,83,331,0.0540,0.1404,1.3650,0.0001457,25:16:40.000,08/17/2019 23:15:11
23866,CC_Chg,157,83,331,0.0540,0.1410,1.3800,0.0001478,25:33:20.000,08/17/2019 23:31:51
23867,CC_Chg,157,83,331,0.0540,0.1422,1.3950,0.0001500,25:50:00.000,08/17/2019 23:48:31
23868,CC_Chg,157,83,331,0.0540,0.1435,1.4100,0.0001521,26:06:40.000,08/18/2019 00:05:11
23869,CC_Chg,157,83,331,0.0540,0.1447,1.4250,0.0001543,26:23:20.000,08/18/2019 00:21:51
23870,CC_Chg,157,83,331,0.0540,0.1466,1.4400,0.0001565,26:40:00.000,08/18/2019 00:38:31
23871,CC_Chg,157,83,331,0.0540,0.1481,1.4550,0.0001587,26:56:40.000,08/18/2019 00:55:11
23872,CC_Chg,157,83,331,0.0540,0.1497,1.4700,0.0001609,27:13:20.000,08/18/2019 01:11:51
23873,CC_Chg,157,83,331,0.0540,0.1512,1.4850,0.0001632,27:30:00.000,08/18/2019 01:28:31
23874,CC_Chg,157,83,331,0.0540,0.1531,1.5000,0.0001654,27:46:40.000,08/18/2019 01:45:11
23875,CC_Chg,157,83,331,0.0540,0.1553,1.5150,0.0001677,28:03:20.000,08/18/2019 02:01:51
23876,CC_Chg,157,83,331,0.0540,0.1574,1.5300,0.0001701,28:20:00.000,08/18/2019 02:18:31
23877,CC_Chg,157,83,331,0.0540,0.1596,1.5450,0.0001725,28:36:40.000,08/18/2019 02:35:11
23878,CC_Chg,157,83,331,0.0540,0.1621,1.5600,0.0001749,28:53:20.000,08/18/2019 02:51:51
23879,CC_Chg,157,83,331,0.0540,0.1643,1.5750,0.0001773,29:10:00.000,08/18/2019 03:08:31
23880,CC_Chg,157,83,331,0.0540,0.1664,1.5900,0.0001798,29:26:40.000,08/18/2019 03:25:11
23881,CC_Chg,157,83,331,0.0540,0.1683,1.6050,0.0001823,29:43:20.000,08/18/2019 03:41:51
23882,CC_Chg,157,83,331,0.0540,0.1708,1.6200,0.0001849,30:00:00.000,08/18/2019 03:58:31
23883,CC_Chg,157,83,331,0.0539,0.1726,1.6350,0.0001874,30:16:40.000,08/18/2019 04:15:11
23884,CC_Chg,157,83,331,0.0540,0.1748,1.6500,0.0001900,30:33:20.000,08/18/2019 04:31:51
23885,CC_Chg,157,83,331,0.0540,0.1773,1.6650,0.0001927,30:50:00.000,08/18/2019 04:48:31
23886,CC_Chg,157,83,331,0.0540,0.1801,1.6800,0.0001954,31:06:40.000,08/18/2019 05:05:11
23887,CC_Chg,157,83,331,0.0540,0.1832,1.6950,0.0001981,31:23:20.000,08/18/2019 05:21:51
23888,CC_Chg,157,83,331,0.0540,0.1869,1.7100,0.0002009,31:40:00.000,08/18/2019 05:38:31
23889,CC_Chg,157,83,331,0.0540,0.1906,1.7250,0.0002037,31:56:40.000,08/18/2019 05:55:11
23890,CC_Chg,157,83,331,0.0540,0.1946,1.7400,0.0002066,32:13:20.000,08/18/2019 06:11:51
23891,CC_Chg,157,83,331,0.0540,0.1987,1.7550,0.0002095,32:30:00.000,08/18/2019 06:28:31
23892,CC_Chg,157,83,331,0.0540,0.2030,1.7700,0.0002125,32:46:40.000,08/18/2019 06:45:11
23893,CC_Chg,157,83,331,0.0540,0.2080,1.7850,0.0002156,33:03:20.000,08/18/2019 07:01:51
23894,CC_Chg,157,83,331,0.0540,0.2142,1.8000,0.0002188,33:20:00.000,08/18/2019 07:18:31
23895,CC_Chg,157,83,331,0.0540,0.2201,1.8150,0.0002220,33:36:40.000,08/18/2019 07:35:11
23896,CC_Chg,157,83,331,0.0540,0.2229,1.8300,0.0002254,33:53:20.000,08/18/2019 07:51:51
23897,CC_Chg,157,83,331,0.0540,0.2247,1.8450,0.0002287,34:10:00.000,08/18/2019 08:08:31
23898,CC_Chg,157,83,331,0.0540,0.2263,1.8600,0.0002321,34:26:40.000,08/18/2019 08:25:11
23899,CC_Chg,157,83,331,0.0540,0.2281,1.8750,0.0002355,34:43:20.000,08/18/2019 08:41:51
23900,CC_Chg,157,83,331,0.0540,0.2303,1.8900,0.0002389,35:00:00.000,08/18/2019 08:58:31
23901,CC_Chg,157,83,331,0.0540,0.2331,1.9050,0.0002424,35:16:40.000,08/18/2019 09:15:11
23902,CC_Chg,157,83,331,0.0540,0.2365,1.9200,0.0002459,35:33:20.000,08/18/2019 09:31:51
23903,CC_Chg,157,83,331,0.0540,0.2427,1.9350,0.0002495,35:50:00.000,08/18/2019 09:48:31
23904,CC_Chg,157,83,331,0.0540,0.2542,1.9500,0.0002532,36:06:40.000,08/18/2019 10:05:11
23905,CC_Chg,157,83,331,0.0539,0.2762,1.9650,0.0002572,36:23:20.000,08/18/2019 10:21:51
23906,CC_Chg,157,83,331,0.0540,0.3056,1.9799,0.0002616,36:40:00.000,08/18/2019 10:38:31
23907,CC_Chg,157,83,331,0.0540,0.3397,1.9949,0.0002664,36:56:40.000,08/18/2019 10:55:11
23908,CC_Chg,157,83,331,0.0540,0.3800,2.0099,0.0002718,37:13:20.000,08/18/2019 11:11:51
23909,CC_Chg,157,83,331,0.0540,0.4281,2.0249,0.0002778,37:30:00.000,08/18/2019 11:28:31
23910,CC_Chg,157,83,331,0.0540,0.4873,2.0399,0.0002847,37:46:40.000,08/18/2019 11:45:11
23911,CC_Chg,157,83,331,0.0540,0.5636,2.0549,0.0002925,38:03:20.000,08/18/2019 12:01:51
23912,CC_Chg,157,83,331,0.0540,0.6705,2.0699,0.0003017,38:20:00.000,08/18/2019 12:18:31
23913,CC_Chg,157,83,331,0.0540,0.8544,2.0849,0.0003130,38:36:40.000,08/18/2019 12:35:11
23914,CC_Chg,157,83,331,0.0540,1.1387,2.0999,0.0003279,38:53:20.000,08/18/2019 12:51:51
23915,CC_Chg,157,83,331,0.0540,1.5001,2.1113,0.0003427,39:05:58.400,08/18/2019 13:04:29
23916,Rest,158,83,332,0.0000,1.4989,0.0000,0.0000000,0:00:00.000,08/18/2019 13:04:29
23917,Rest,158,83,332,0.0000,1.3042,0.0000,0.0000000,0:15:00.000,08/18/2019 13:19:29
23918,CC_DChg,160,84,333,-0.0536,1.3039,0.0000,0.0000000,0:00:00.000,08/18/2019 13:19:29
23919,CC_DChg,160,84,333,-0.0540,0.8742,0.0150,0.0000157,0:16:40.000,08/18/2019 13:36:09
23920,CC_DChg,160,84,333,-0.0540,0.6696,0.0300,0.0000271,0:33:20.000,08/18/2019 13:52:49
23921,CC_DChg,160,84,333,-0.0540,0.5583,0.0450,0.0000363,0:50:00.000,08/18/2019 14:09:29
23922,CC_DChg,160,84,333,-0.0540,0.4796,0.0600,0.0000440,1:06:40.000,08/18/2019 14:26:09
23923,CC_DChg,160,84,333,-0.0540,0.4194,0.0750,0.0000507,1:23:20.000,08/18/2019 14:42:49
23924,CC_DChg,160,84,333,-0.0540,0.3710,0.0900,0.0000567,1:40:00.000,08/18/2019 14:59:29
23925,CC_DChg,160,84,333,-0.0540,0.3304,0.1050,0.0000619,1:56:40.000,08/18/2019 15:16:09
23926,CC_DChg,160,84,333,-0.0540,0.2957,0.1200,0.0000666,2:13:20.000,08/18/2019 15:32:49
23927,CC_DChg,160,84,333,-0.0540,0.2663,0.1350,0.0000708,2:30:00.000,08/18/2019 15:49:29
23928,CC_DChg,160,84,333,-0.0540,0.2405,0.1500,0.0000746,2:46:40.000,08/18/2019 16:06:09
23929,CC_DChg,160,84,333,-0.0540,0.2198,0.1650,0.0000781,3:03:20.000,08/18/2019 16:22:49
23930,CC_DChg,160,84,333,-0.0540,0.2083,0.1800,0.0000812,3:20:00.000,08/18/2019 16:39:29
23931,CC_DChg,160,84,333,-0.0540,0.2058,0.1950,0.0000843,3:36:40.000,08/18/2019 16:56:09
23932,CC_DChg,160,84,333,-0.0540,0.2046,0.2100,0.0000874,3:53:20.000,08/18/2019 17:12:49
23933,CC_DChg,160,84,333,-0.0540,0.2030,0.2250,0.0000905,4:10:00.000,08/18/2019 17:29:29
23934,CC_DChg,160,84,333,-0.0540,0.2012,0.2400,0.0000935,4:26:40.000,08/18/2019 17:46:09
23935,CC_DChg,160,84,333,-0.0540,0.1990,0.2550,0.0000965,4:43:20.000,08/18/2019 18:02:49
23936,CC_DChg,160,84,333,-0.0540,0.1962,0.2700,0.0000995,5:00:00.000,08/18/2019 18:19:29
23937,CC_DChg,160,84,333,-0.0540,0.1925,0.2850,0.0001024,5:16:40.000,08/18/2019 18:36:09
23938,CC_DChg,160,84,333,-0.0540,0.1881,0.3000,0.0001053,5:33:20.000,08/18/2019 18:52:49
23939,CC_DChg,160,84,333,-0.0540,0.1829,0.3150,0.0001080,5:50:00.000,08/18/2019 19:09:29
23940,CC_DChg,160,84,333,-0.0540,0.1773,0.3300,0.0001107,6:06:40.000,08/18/2019 19:26:09
23941,CC_DChg,160,84,333,-0.0540,0.1720,0.3450,0.0001134,6:23:20.000,08/18/2019 19:42:49
23942,CC_DChg,160,84,333,-0.0540,0.1664,0.3600,0.0001159,6:40:00.000,08/18/2019 19:59:29
23943,CC_DChg,160,84,333,-0.0540,0.1615,0.3750,0.0001184,6:56:40.000,08/18/2019 20:16:09
23944,CC_DChg,160,84,333,-0.0540,0.1565,0.3900,0.0001208,7:13:20.000,08/18/2019 20:32:49
23945,CC_DChg,160,84,333,-0.0540,0.1519,0.4050,0.0001231,7:30:00.000,08/18/2019 20:49:29
23946,CC_DChg,160,84,333,-0.0540,0.1481,0.4200,0.0001253,7:46:40.000,08/18/2019 21:06:09
23947,CC_DChg,160,84,333,-0.0540,0.1447,0.4350,0.0001275,8:03:20.000,08/18/2019 21:22:49
23948,CC_DChg,160,84,333,-0.0540,0.1419,0.4500,0.0001297,8:20:00.000,08/18/2019 21:39:29
23949,CC_DChg,160,84,333,-0.0540,0.1388,0.4650,0.0001318,8:36:40.000,08/18/2019 21:56:09
23950,CC_DChg,160,84,333,-0.0540,0.1351,0.4800,0.0001338,8:53:20.000,08/18/2019 22:12:49
23951,CC_DChg,160,84,333,-0.0540,0.1320,0.4950,0.0001358,9:10:00.000,08/18/2019 22:29:29
23952,CC_DChg,160,84,333,-0.0540,0.1280,0.5100,0.0001378,9:26:40.000,08/18/2019 22:46:09
23953,CC_DChg,160,84,333,-0.0540,0.1255,0.5250,0.0001397,9:43:20.000,08/18/2019 23:02:49
23954,CC_DChg,160,84,333,-0.0540,0.1236,0.5400,0.0001415,10:00:00.000,08/18/2019 23:19:29
23955,CC_DChg,160,84,333,-0.0540,0.1215,0.5550,0.0001434,10:16:40.000,08/18/2019 23:36:09
23956,CC_DChg,160,84,333,-0.0540,0.1199,0.5700,0.0001452,10:33:20.000,08/18/2019 23:52:49
23957,CC_DChg,160,84,333,-0.0540,0.1190,0.5850,0.0001470,10:50:00.000,08/19/2019 00:09:29
23958,CC_DChg,160,84,333,-0.0540,0.1184,0.6000,0.0001488,11:06:40.000,08/19/2019 00:26:09
23959,CC_DChg,160,84,333,-0.0540,0.1178,0.6150,0.0001505,11:23:20.000,08/19/2019 00:42:49
23960,CC_DChg,160,84,333,-0.0540,0.1174,0.6300,0.0001523,11:40:00.000,08/19/2019 00:59:29
23961,CC_DChg,160,84,333,-0.0540,0.1171,0.6450,0.0001541,11:56:40.000,08/19/2019 01:16:09
23962,CC_DChg,160,84,333,-0.0540,0.1168,0.6600,0.0001558,12:13:20.000,08/19/2019 01:32:49
23963,CC_DChg,160,84,333,-0.0540,0.1165,0.6750,0.0001576,12:30:00.000,08/19/2019 01:49:29
23964,CC_DChg,160,84,333,-0.0540,0.1162,0.6900,0.0001593,12:46:40.000,08/19/2019 02:06:09
23965,CC_DChg,160,84,333,-0.0540,0.1159,0.7050,0.0001610,13:03:20.000,08/19/2019 02:22:49
23966,CC_DChg,160,84,333,-0.0540,0.1156,0.7200,0.0001628,13:20:00.000,08/19/2019 02:39:29
23967,CC_DChg,160,84,333,-0.0540,0.1153,0.7350,0.0001645,13:36:40.000,08/19/2019 02:56:09
23968,CC_DChg,160,84,333,-0.0540,0.1143,0.7500,0.0001662,13:53:20.000,08/19/2019 03:12:49
23969,CC_DChg,160,84,333,-0.0540,0.1143,0.7650,0.0001679,14:10:00.000,08/19/2019 03:29:29
23970,CC_DChg,160,84,333,-0.0540,0.1140,0.7800,0.0001697,14:26:40.000,08/19/2019 03:46:09
23971,CC_DChg,160,84,333,-0.0540,0.1137,0.7950,0.0001714,14:43:20.000,08/19/2019 04:02:49
23972,CC_DChg,160,84,333,-0.0540,0.1134,0.8100,0.0001731,15:00:00.000,08/19/2019 04:19:29
23973,CC_DChg,160,84,333,-0.0540,0.1128,0.8250,0.0001748,15:16:40.000,08/19/2019 04:36:09
23974,CC_DChg,160,84,333,-0.0540,0.1125,0.8400,0.0001765,15:33:20.000,08/19/2019 04:52:49
23975,CC_DChg,160,84,333,-0.0540,0.1122,0.8550,0.0001781,15:50:00.000,08/19/2019 05:09:29
23976,CC_DChg,160,84,333,-0.0540,0.1119,0.8700,0.0001798,16:06:40.000,08/19/2019 05:26:09
23977,CC_DChg,160,84,333,-0.0540,0.1116,0.8850,0.0001815,16:23:20.000,08/19/2019 05:42:49
23978,CC_DChg,160,84,333,-0.0540,0.1112,0.9000,0.0001832,16:40:00.000,08/19/2019 05:59:29
23979,CC_DChg,160,84,333,-0.0540,0.1109,0.9150,0.0001848,16:56:40.000,08/19/2019 06:16:09
23980,CC_DChg,160,84,333,-0.0540,0.1103,0.9300,0.0001865,17:13:20.000,08/19/2019 06:32:49
23981,CC_DChg,160,84,333,-0.0540,0.1097,0.9450,0.0001881,17:30:00.000,08/19/2019 06:49:29
23982,CC_DChg,160,84,333,-0.0540,0.1094,0.9600,0.0001898,17:46:40.000,08/19/2019 07:06:09
23983,CC_DChg,160,84,333,-0.0540,0.1088,0.9750,0.0001914,18:03:20.000,08/19/2019 07:22:49
23984,CC_DChg,160,84,333,-0.0540,0.1081,0.9900,0.0001930,18:20:00.000,08/19/2019 07:39:29
23985,CC_DChg,160,84,333,-0.0540,0.1075,1.0050,0.0001947,18:36:40.000,08/19/2019 07:56:09
23986,CC_DChg,160,84,333,-0.0540,0.1066,1.0200,0.0001963,18:53:20.000,08/19/2019 08:12:49
23987,CC_DChg,160,84,333,-0.0540,0.1057,1.0350,0.0001979,19:10:00.000,08/19/2019 08:29:29
23988,CC_DChg,160,84,333,-0.0540,0.1047,1.0500,0.0001994,19:26:40.000,08/19/2019 08:46:09
23989,CC_DChg,160,84,333,-0.0540,0.1035,1.0650,0.0002010,19:43:20.000,08/19/2019 09:02:49
23990,CC_DChg,160,84,333,-0.0540,0.1023,1.0800,0.0002026,20:00:00.000,08/19/2019 09:19:29
23991,CC_DChg,160,84,333,-0.0540,0.1010,1.0950,0.0002041,20:16:40.000,08/19/2019 09:36:09
23992,CC_DChg,160,84,333,-0.0540,0.0985,1.1100,0.0002056,20:33:20.000,08/19/2019 09:52:49
23993,CC_DChg,160,84,333,-0.0540,0.0964,1.1250,0.0002070,20:50:00.000,08/19/2019 10:09:29
23994,CC_DChg,160,84,333,-0.0540,0.0936,1.1400,0.0002085,21:06:40.000,08/19/2019 10:26:09
23995,CC_DChg,160,84,333,-0.0540,0.0902,1.1550,0.0002098,21:23:20.000,08/19/2019 10:42:49
23996,CC_DChg,160,84,333,-0.0540,0.0868,1.1700,0.0002112,21:40:00.000,08/19/2019 10:59:29
23997,CC_DChg,160,84,333,-0.0540,0.0840,1.1850,0.0002125,21:56:40.000,08/19/2019 11:16:09
23998,CC_DChg,160,84,333,-0.0540,0.0815,1.2000,0.0002137,22:13:20.000,08/19/2019 11:32:49
23999,CC_DChg,160,84,333,-0.0540,0.0809,1.2150,0.0002149,22:30:00.000,08/19/2019 11:49:29
24000,CC_DChg,160,84,333,-0.0540,0.0809,1.2300,0.0002161,22:46:40.000,08/19/2019 12:06:09
24001,CC_DChg,160,84,333,-0.0540,0.0809,1.2450,0.0002173,23:03:20.000,08/19/2019 12:22:49
24002,CC_DChg,160,84,333,-0.0540,0.0809,1.2600,0.0002185,23:20:00.000,08/19/2019 12:39:29
24003,CC_DChg,160,84,333,-0.0540,0.0809,1.2750,0.0002198,23:36:40.000,08/19/2019 12:56:09
24004,CC_DChg,160,84,333,-0.0540,0.0809,1.2900,0.0002210,23:53:20.000,08/19/2019 13:12:49
24005,CC_DChg,160,84,333,-0.0540,0.0809,1.3050,0.0002222,24:10:00.000,08/19/2019 13:29:29
24006,CC_DChg,160,84,333,-0.0540,0.0809,1.3200,0.0002234,24:26:40.000,08/19/2019 13:46:09
24007,CC_DChg,160,84,333,-0.0540,0.0809,1.3350,0.0002246,24:43:20.000,08/19/2019 14:02:49
24008,CC_DChg,160,84,333,-0.0540,0.0809,1.3500,0.0002258,25:00:00.000,08/19/2019 14:19:29
24009,CC_DChg,160,84,333,-0.0540,0.0809,1.3650,0.0002270,25:16:40.000,08/19/2019 14:36:09
24010,CC_DChg,160,84,333,-0.0540,0.0809,1.3800,0.0002283,25:33:20.000,08/19/2019 14:52:49
24011,CC_DChg,160,84,333,-0.0540,0.0809,1.3950,0.0002295,25:50:00.000,08/19/2019 15:09:29
24012,CC_DChg,160,84,333,-0.0540,0.0809,1.4100,0.0002307,26:06:40.000,08/19/2019 15:26:09
24013,CC_DChg,160,84,333,-0.0540,0.0809,1.4250,0.0002319,26:23:20.000,08/19/2019 15:42:49
24014,CC_DChg,160,84,333,-0.0540,0.0809,1.4400,0.0002331,26:40:00.000,08/19/2019 15:59:29
24015,CC_DChg,160,84,333,-0.0540,0.0806,1.4550,0.0002343,26:56:40.000,08/19/2019 16:16:09
24016,CC_DChg,160,84,333,-0.0540,0.0806,1.4700,0.0002355,27:13:20.000,08/19/2019 16:32:49
24017,CC_DChg,160,84,333,-0.0540,0.0806,1.4850,0.0002367,27:30:00.000,08/19/2019 16:49:29
24018,CC_DChg,160,84,333,-0.0540,0.0806,1.5000,0.0002379,27:46:40.000,08/19/2019 17:06:09
24019,CC_DChg,160,84,333,-0.0540,0.0806,1.5150,0.0002392,28:03:20.000,08/19/2019 17:22:49
24020,CC_DChg,160,84,333,-0.0540,0.0802,1.5300,0.0002404,28:20:00.000,08/19/2019 17:39:29
24021,CC_DChg,160,84,333,-0.0540,0.0802,1.5450,0.0002416,28:36:40.000,08/19/2019 17:56:09
24022,CC_DChg,160,84,333,-0.0540,0.0802,1.5600,0.0002428,28:53:20.000,08/19/2019 18:12:49
24023,CC_DChg,160,84,333,-0.0540,0.0799,1.5750,0.0002440,29:10:00.000,08/19/2019 18:29:29
24024,CC_DChg,160,84,333,-0.0540,0.0799,1.5900,0.0002452,29:26:40.000,08/19/2019 18:46:09
24025,CC_DChg,160,84,333,-0.0540,0.0799,1.6050,0.0002464,29:43:20.000,08/19/2019 19:02:49
24026,CC_DChg,160,84,333,-0.0540,0.0796,1.6200,0.0002476,30:00:00.000,08/19/2019 19:19:29
24027,CC_DChg,160,84,333,-0.0540,0.0796,1.6350,0.0002487,30:16:40.000,08/19/2019 19:36:09
24028,CC_DChg,160,84,333,-0.0540,0.0793,1.6500,0.0002499,30:33:20.000,08/19/2019 19:52:49
24029,CC_DChg,160,84,333,-0.0540,0.0790,1.6650,0.0002511,30:50:00.000,08/19/2019 20:09:29
24030,CC_DChg,160,84,333,-0.0540,0.0790,1.6800,0.0002523,31:06:40.000,08/19/2019 20:26:09
24031,CC_DChg,160,84,333,-0.0540,0.0787,1.6950,0.0002535,31:23:20.000,08/19/2019 20:42:49
24032,CC_DChg,160,84,333,-0.0540,0.0784,1.7100,0.0002547,31:40:00.000,08/19/2019 20:59:29
24033,CC_DChg,160,84,333,-0.0540,0.0781,1.7250,0.0002558,31:56:40.000,08/19/2019 21:16:09
24034,CC_DChg,160,84,333,-0.0540,0.0778,1.7400,0.0002570,32:13:20.000,08/19/2019 21:32:49
24035,CC_DChg,160,84,333,-0.0540,0.0775,1.7550,0.0002582,32:30:00.000,08/19/2019 21:49:29
24036,CC_DChg,160,84,333,-0.0540,0.0771,1.7700,0.0002593,32:46:40.000,08/19/2019 22:06:09
24037,CC_DChg,160,84,333,-0.0540,0.0765,1.7850,0.0002605,33:03:20.000,08/19/2019 22:22:49
24038,CC_DChg,160,84,333,-0.0540,0.0762,1.8000,0.0002616,33:20:00.000,08/19/2019 22:39:29
24039,CC_DChg,160,84,333,-0.0540,0.0756,1.8150,0.0002628,33:36:40.000,08/19/2019 22:56:09
24040,CC_DChg,160,84,333,-0.0540,0.0744,1.8300,0.0002639,33:53:20.000,08/19/2019 23:12:49
24041,CC_DChg,160,84,333,-0.0540,0.0737,1.8450,0.0002650,34:10:00.000,08/19/2019 23:29:29
24042,CC_DChg,160,84,333,-0.0540,0.0728,1.8600,0.0002661,34:26:40.000,08/19/2019 23:46:09
24043,CC_DChg,160,84,333,-0.0540,0.0719,1.8750,0.0002672,34:43:20.000,08/20/2019 00:02:49
24044,CC_DChg,160,84,333,-0.0540,0.0706,1.8900,0.0002683,35:00:00.000,08/20/2019 00:19:29
24045,CC_DChg,160,84,333,-0.0540,0.0694,1.9050,0.0002693,35:16:40.000,08/20/2019 00:36:09
24046,CC_DChg,160,84,333,-0.0540,0.0682,1.9200,0.0002703,35:33:20.000,08/20/2019 00:52:49
24047,CC_DChg,160,84,333,-0.0540,0.0663,1.9350,0.0002714,35:50:00.000,08/20/2019 01:09:29
24048,CC_DChg,160,84,333,-0.0540,0.0644,1.9500,0.0002723,36:06:40.000,08/20/2019 01:26:09
24049,CC_DChg,160,84,333,-0.0540,0.0623,1.9650,0.0002733,36:23:20.000,08/20/2019 01:42:49
24050,CC_DChg,160,84,333,-0.0540,0.0601,1.9800,0.0002742,36:40:00.000,08/20/2019 01:59:29
24051,CC_DChg,160,84,333,-0.0540,0.0573,1.9950,0.0002751,36:56:40.000,08/20/2019 02:16:09
24052,CC_DChg,160,84,333,-0.0540,0.0542,2.0100,0.0002759,37:13:20.000,08/20/2019 02:32:49
24053,CC_DChg,160,84,333,-0.0540,0.0505,2.0250,0.0002767,37:30:00.000,08/20/2019 02:49:29
24054,CC_DChg,160,84,333,-0.0540,0.0465,2.0400,0.0002774,37:46:40.000,08/20/2019 03:06:09
24055,CC_DChg,160,84,333,-0.0540,0.0409,2.0550,0.0002781,38:03:20.000,08/20/2019 03:22:49
24056,CC_DChg,160,84,333,-0.0540,0.0341,2.0700,0.0002787,38:20:00.000,08/20/2019 03:39:29
24057,CC_DChg,160,84,333,-0.0540,0.0254,2.0850,0.0002791,38:36:40.000,08/20/2019 03:56:09
24058,CC_DChg,160,84,333,-0.0540,0.0155,2.1000,0.0002794,38:53:20.000,08/20/2019 04:12:49
24059,CC_DChg,160,84,333,-0.0540,0.0099,2.1072,0.0002795,39:01:20.200,08/20/2019 04:20:49
24060,Rest,161,84,334,0.0000,0.0108,0.0000,0.0000000,0:00:00.000,08/20/2019 04:20:49
24061,Rest,161,84,334,0.0000,0.0173,0.0000,0.0000000,0:15:00.000,08/20/2019 04:35:49
24062,CC_Chg,162,84,335,0.0540,0.0176,0.0000,0.0000000,0:00:00.000,08/20/2019 04:35:49
24063,CC_Chg,162,84,335,0.0540,0.0381,0.0150,0.0000004,0:16:40.000,08/20/2019 04:52:29
24064,CC_Chg,162,84,335,0.0540,0.0520,0.0300,0.0000011,0:33:20.000,08/20/2019 05:09:09
24065,CC_Chg,162,84,335,0.0540,0.0623,0.0450,0.0000020,0:50:00.000,08/20/2019 05:25:49
24066,CC_Chg,162,84,335,0.0540,0.0700,0.0600,0.0000030,1:06:40.000,08/20/2019 05:42:29
24067,CC_Chg,162,84,335,0.0540,0.0759,0.0750,0.0000041,1:23:20.000,08/20/2019 05:59:09
24068,CC_Chg,162,84,335,0.0539,0.0796,0.0900,0.0000052,1:40:00.000,08/20/2019 06:15:49
24069,CC_Chg,162,84,335,0.0540,0.0830,0.1050,0.0000065,1:56:40.000,08/20/2019 06:32:29
24070,CC_Chg,162,84,335,0.0540,0.0852,0.1200,0.0000077,2:13:20.000,08/20/2019 06:49:09
24071,CC_Chg,162,84,335,0.0540,0.0868,0.1350,0.0000090,2:30:00.000,08/20/2019 07:05:49
24072,CC_Chg,162,84,335,0.0540,0.0880,0.1500,0.0000103,2:46:40.000,08/20/2019 07:22:29
24073,CC_Chg,162,84,335,0.0540,0.0892,0.1650,0.0000116,3:03:20.000,08/20/2019 07:39:09
24074,CC_Chg,162,84,335,0.0540,0.0899,0.1800,0.0000130,3:20:00.000,08/20/2019 07:55:49
24075,CC_Chg,162,84,335,0.0540,0.0911,0.1950,0.0000143,3:36:40.000,08/20/2019 08:12:29
24076,CC_Chg,162,84,335,0.0540,0.0914,0.2100,0.0000157,3:53:20.000,08/20/2019 08:29:09
24077,CC_Chg,162,84,335,0.0540,0.0920,0.2250,0.0000171,4:10:00.000,08/20/2019 08:45:49
24078,CC_Chg,162,84,335,0.0540,0.0923,0.2400,0.0000185,4:26:40.000,08/20/2019 09:02:29
24079,CC_Chg,162,84,335,0.0540,0.0926,0.2550,0.0000199,4:43:20.000,08/20/2019 09:19:09
24080,CC_Chg,162,84,335,0.0540,0.0933,0.2700,0.0000213,5:00:00.000,08/20/2019 09:35:49
24081,CC_Chg,162,84,335,0.0540,0.0936,0.2850,0.0000227,5:16:40.000,08/20/2019 09:52:29
24082,CC_Chg,162,84,335,0.0540,0.0939,0.3000,0.0000241,5:33:20.000,08/20/2019 10:09:09
24083,CC_Chg,162,84,335,0.0540,0.0942,0.3150,0.0000255,5:50:00.000,08/20/2019 10:25:49
24084,CC_Chg,162,84,335,0.0540,0.0942,0.3300,0.0000269,6:06:40.000,08/20/2019 10:42:29
24085,CC_Chg,162,84,335,0.0540,0.0945,0.3450,0.0000283,6:23:20.000,08/20/2019 10:59:09
24086,CC_Chg,162,84,335,0.0540,0.0948,0.3600,0.0000297,6:40:00.000,08/20/2019 11:15:49
24087,CC_Chg,162,84,335,0.0540,0.0948,0.3750,0.0000311,6:56:40.000,08/20/2019 11:32:29
24088,CC_Chg,162,84,335,0.0540,0.0951,0.3900,0.0000326,7:13:20.000,08/20/2019 11:49:09
24089,CC_Chg,162,84,335,0.0540,0.0951,0.4050,0.0000340,7:30:00.000,08/20/2019 12:05:49
24090,CC_Chg,162,84,335,0.0540,0.0954,0.4200,0.0000354,7:46:40.000,08/20/2019 12:22:29
24091,CC_Chg,162,84,335,0.0540,0.0957,0.4350,0.0000368,8:03:20.000,08/20/2019 12:39:09
24092,CC_Chg,162,84,335,0.0540,0.0957,0.4500,0.0000383,8:20:00.000,08/20/2019 12:55:49
24093,CC_Chg,162,84,335,0.0540,0.0961,0.4650,0.0000397,8:36:40.000,08/20/2019 13:12:29
24094,CC_Chg,162,84,335,0.0540,0.0961,0.4800,0.0000412,8:53:20.000,08/20/2019 13:29:09
24095,CC_Chg,162,84,335,0.0540,0.0961,0.4950,0.0000426,9:10:00.000,08/20/2019 13:45:49
24096,CC_Chg,162,84,335,0.0540,0.0964,0.5100,0.0000440,9:26:40.000,08/20/2019 14:02:29
24097,CC_Chg,162,84,335,0.0540,0.0964,0.5250,0.0000455,9:43:20.000,08/20/2019 14:19:09
24098,CC_Chg,162,84,335,0.0540,0.0967,0.5400,0.0000469,10:00:00.000,08/20/2019 14:35:49
24099,CC_Chg,162,84,335,0.0540,0.0967,0.5550,0.0000484,10:16:40.000,08/20/2019 14:52:29
