Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(Wh),Relative Time(h:min:s.ms),Absolute Time
1,CC_DChg,1,1,1,-0.0536,1.8939,0.0000,0.0000000,0:00:00.000,11/19/2018 11:30:46
2,CC_DChg,1,1,1,-0.0540,1.0757,0.0150,0.0000182,0:16:40.000,11/19/2018 11:47:26
3,CC_DChg,1,1,1,-0.0540,0.9114,0.0300,0.0000332,0:33:20.000,11/19/2018 12:04:06
4,CC_DChg,1,1,1,-0.0540,0.7719,0.0450,0.0000457,0:50:00.000,11/19/2018 12:20:46
5,CC_DChg,1,1,1,-0.0540,0.6882,0.0600,0.0000566,1:06:40.000,11/19/2018 12:37:26
6,CC_DChg,1,1,1,-0.0540,0.6234,0.0750,0.0000665,1:23:20.000,11/19/2018 12:54:06
7,CC_DChg,1,1,1,-0.0540,0.5567,0.0900,0.0000753,1:40:00.000,11/19/2018 13:10:46
8,CC_DChg,1,1,1,-0.0540,0.4988,0.1050,0.0000832,1:56:40.000,11/19/2018 13:27:26
9,CC_DChg,1,1,1,-0.0540,0.4498,0.1200,0.0000903,2:13:20.000,11/19/2018 13:44:06
10,CC_DChg,1,1,1,-0.0540,0.4076,0.1350,0.0000967,2:30:00.000,11/19/2018 14:00:46
11,CC_DChg,1,1,1,-0.0540,0.3714,0.1500,0.0001026,2:46:40.000,11/19/2018 14:17:26
12,CC_DChg,1,1,1,-0.0540,0.3397,0.1650,0.0001079,3:03:20.000,11/19/2018 14:34:06
13,CC_DChg,1,1,1,-0.0540,0.3112,0.1800,0.0001128,3:20:00.000,11/19/2018 14:50:46
14,CC_DChg,1,1,1,-0.0540,0.2861,0.1950,0.0001173,3:36:40.000,11/19/2018 15:07:26
15,CC_DChg,1,1,1,-0.0540,0.2638,0.2100,0.0001214,3:53:20.000,11/19/2018 15:24:06
16,CC_DChg,1,1,1,-0.0540,0.2439,0.2250,0.0001252,4:10:00.000,11/19/2018 15:40:46
17,CC_DChg,1,1,1,-0.0540,0.2260,0.2400,0.0001287,4:26:40.000,11/19/2018 15:57:26
18,CC_DChg,1,1,1,-0.0540,0.2108,0.2550,0.0001320,4:43:20.000,11/19/2018 16:14:06
19,CC_DChg,1,1,1,-0.0540,0.2015,0.2700,0.0001351,5:00:00.000,11/19/2018 16:30:46
20,CC_DChg,1,1,1,-0.0540,0.1990,0.2850,0.0001381,5:16:40.000,11/19/2018 16:47:26
21,CC_DChg,1,1,1,-0.0540,0.1971,0.3000,0.0001410,5:33:20.000,11/19/2018 17:04:06
22,CC_DChg,1,1,1,-0.0540,0.1956,0.3150,0.0001440,5:50:00.000,11/19/2018 17:20:46
23,CC_DChg,1,1,1,-0.0540,0.1940,0.3300,0.0001469,6:06:40.000,11/19/2018 17:37:26
24,CC_DChg,1,1,1,-0.0540,0.1915,0.3450,0.0001498,6:23:20.000,11/19/2018 17:54:06
25,CC_DChg,1,1,1,-0.0540,0.1894,0.3600,0.0001526,6:40:00.000,11/19/2018 18:10:46
26,CC_DChg,1,1,1,-0.0540,0.1866,0.3750,0.0001555,6:56:40.000,11/19/2018 18:27:26
27,CC_DChg,1,1,1,-0.0540,0.1829,0.3900,0.0001582,7:13:20.000,11/19/2018 18:44:06
28,CC_DChg,1,1,1,-0.0540,0.1795,0.4050,0.0001609,7:30:00.000,11/19/2018 19:00:46
29,CC_DChg,1,1,1,-0.0540,0.1751,0.4200,0.0001636,7:46:40.000,11/19/2018 19:17:26
30,CC_DChg,1,1,1,-0.0540,0.1708,0.4350,0.0001662,8:03:20.000,11/19/2018 19:34:06
31,CC_DChg,1,1,1,-0.0540,0.1661,0.4500,0.0001687,8:20:00.000,11/19/2018 19:50:46
32,CC_DChg,1,1,1,-0.0540,0.1612,0.4650,0.0001712,8:36:40.000,11/19/2018 20:07:26
33,CC_DChg,1,1,1,-0.0540,0.1568,0.4800,0.0001736,8:53:20.000,11/19/2018 20:24:06
34,CC_DChg,1,1,1,-0.0540,0.1525,0.4950,0.0001759,9:10:00.000,11/19/2018 20:40:46
35,CC_DChg,1,1,1,-0.0540,0.1484,0.5100,0.0001781,9:26:40.000,11/19/2018 20:57:26
36,CC_DChg,1,1,1,-0.0540,0.1444,0.5250,0.0001803,9:43:20.000,11/19/2018 21:14:06
37,CC_DChg,1,1,1,-0.0540,0.1416,0.5400,0.0001825,10:00:00.000,11/19/2018 21:30:46
38,CC_DChg,1,1,1,-0.0540,0.1388,0.5550,0.0001846,10:16:40.000,11/19/2018 21:47:26
39,CC_DChg,1,1,1,-0.0540,0.1354,0.5700,0.0001866,10:33:20.000,11/19/2018 22:04:06
40,CC_DChg,1,1,1,-0.0540,0.1329,0.5850,0.0001887,10:50:00.000,11/19/2018 22:20:46
41,CC_DChg,1,1,1,-0.0540,0.1295,0.6000,0.0001906,11:06:40.000,11/19/2018 22:37:26
42,CC_DChg,1,1,1,-0.0540,0.1267,0.6150,0.0001925,11:23:20.000,11/19/2018 22:54:06
43,CC_DChg,1,1,1,-0.0540,0.1240,0.6300,0.0001944,11:40:00.000,11/19/2018 23:10:46
44,CC_DChg,1,1,1,-0.0540,0.1215,0.6450,0.0001963,11:56:40.000,11/19/2018 23:27:26
45,CC_DChg,1,1,1,-0.0540,0.1193,0.6600,0.0001981,12:13:20.000,11/19/2018 23:44:06
46,CC_DChg,1,1,1,-0.0540,0.1178,0.6750,0.0001998,12:30:00.000,11/20/2018 00:00:46
47,CC_DChg,1,1,1,-0.0540,0.1165,0.6900,0.0002016,12:46:40.000,11/20/2018 00:17:26
48,CC_DChg,1,1,1,-0.0540,0.1156,0.7050,0.0002033,13:03:20.000,11/20/2018 00:34:06
49,CC_DChg,1,1,1,-0.0540,0.1147,0.7200,0.0002051,13:20:00.000,11/20/2018 00:50:46
50,CC_DChg,1,1,1,-0.0540,0.1143,0.7350,0.0002068,13:36:40.000,11/20/2018 01:07:26
51,CC_DChg,1,1,1,-0.0540,0.1137,0.7500,0.0002085,13:53:20.000,11/20/2018 01:24:06
52,CC_DChg,1,1,1,-0.0540,0.1134,0.7650,0.0002102,14:10:00.000,11/20/2018 01:40:46
53,CC_DChg,1,1,1,-0.0540,0.1128,0.7800,0.0002119,14:26:40.000,11/20/2018 01:57:26
54,CC_DChg,1,1,1,-0.0540,0.1128,0.7950,0.0002136,14:43:20.000,11/20/2018 02:14:06
55,CC_DChg,1,1,1,-0.0540,0.1125,0.8100,0.0002153,15:00:00.000,11/20/2018 02:30:46
56,CC_DChg,1,1,1,-0.0540,0.1122,0.8250,0.0002170,15:16:40.000,11/20/2018 02:47:26
57,CC_DChg,1,1,1,-0.0540,0.1119,0.8400,0.0002186,15:33:20.000,11/20/2018 03:04:06
58,CC_DChg,1,1,1,-0.0540,0.1112,0.8550,0.0002203,15:50:00.000,11/20/2018 03:20:46
59,CC_DChg,1,1,1,-0.0540,0.1112,0.8700,0.0002220,16:06:40.000,11/20/2018 03:37:26
60,CC_DChg,1,1,1,-0.0540,0.1109,0.8850,0.0002236,16:23:20.000,11/20/2018 03:54:06
61,CC_DChg,1,1,1,-0.0540,0.1106,0.9000,0.0002253,16:40:00.000,11/20/2018 04:10:46
62,CC_DChg,1,1,1,-0.0540,0.1103,0.9150,0.0002270,16:56:40.000,11/20/2018 04:27:26
63,CC_DChg,1,1,1,-0.0540,0.1097,0.9300,0.0002286,17:13:20.000,11/20/2018 04:44:06
64,CC_DChg,1,1,1,-0.0540,0.1097,0.9450,0.0002303,17:30:00.000,11/20/2018 05:00:46
65,CC_DChg,1,1,1,-0.0540,0.1091,0.9600,0.0002319,17:46:40.000,11/20/2018 05:17:26
66,CC_DChg,1,1,1,-0.0540,0.1088,0.9750,0.0002335,18:03:20.000,11/20/2018 05:34:06
67,CC_DChg,1,1,1,-0.0540,0.1085,0.9900,0.0002352,18:20:00.000,11/20/2018 05:50:46
68,CC_DChg,1,1,1,-0.0540,0.1081,1.0050,0.0002368,18:36:40.000,11/20/2018 06:07:26
69,CC_DChg,1,1,1,-0.0540,0.1078,1.0200,0.0002384,18:53:20.000,11/20/2018 06:24:06
70,CC_DChg,1,1,1,-0.0540,0.1072,1.0350,0.0002400,19:10:00.000,11/20/2018 06:40:46
71,CC_DChg,1,1,1,-0.0540,0.1066,1.0500,0.0002416,19:26:40.000,11/20/2018 06:57:26
72,CC_DChg,1,1,1,-0.0540,0.1060,1.0650,0.0002432,19:43:20.000,11/20/2018 07:14:06
73,CC_DChg,1,1,1,-0.0540,0.1054,1.0800,0.0002448,20:00:00.000,11/20/2018 07:30:46
74,CC_DChg,1,1,1,-0.0540,0.1050,1.0950,0.0002464,20:16:40.000,11/20/2018 07:47:26
75,CC_DChg,1,1,1,-0.0540,0.1044,1.1100,0.0002479,20:33:20.000,11/20/2018 08:04:06
76,CC_DChg,1,1,1,-0.0540,0.1035,1.1250,0.0002495,20:50:00.000,11/20/2018 08:20:46
77,CC_DChg,1,1,1,-0.0540,0.1029,1.1400,0.0002511,21:06:40.000,11/20/2018 08:37:26
78,CC_DChg,1,1,1,-0.0540,0.1019,1.1550,0.0002526,21:23:20.000,11/20/2018 08:54:06
79,CC_DChg,1,1,1,-0.0540,0.1010,1.1700,0.0002541,21:40:00.000,11/20/2018 09:10:46
80,CC_DChg,1,1,1,-0.0540,0.1001,1.1850,0.0002556,21:56:40.000,11/20/2018 09:27:26
81,CC_DChg,1,1,1,-0.0540,0.0985,1.2000,0.0002571,22:13:20.000,11/20/2018 09:44:06
82,CC_DChg,1,1,1,-0.0540,0.0973,1.2150,0.0002586,22:30:00.000,11/20/2018 10:00:46
83,CC_DChg,1,1,1,-0.0540,0.0957,1.2300,0.0002600,22:46:40.000,11/20/2018 10:17:26
84,CC_DChg,1,1,1,-0.0540,0.0939,1.2450,0.0002614,23:03:20.000,11/20/2018 10:34:06
85,CC_DChg,1,1,1,-0.0540,0.0917,1.2600,0.0002628,23:20:00.000,11/20/2018 10:50:46
86,CC_DChg,1,1,1,-0.0540,0.0892,1.2750,0.0002642,23:36:40.000,11/20/2018 11:07:26
87,CC_DChg,1,1,1,-0.0540,0.0868,1.2900,0.0002655,23:53:20.000,11/20/2018 11:24:06
88,CC_DChg,1,1,1,-0.0540,0.0840,1.3050,0.0002668,24:10:00.000,11/20/2018 11:40:46
89,CC_DChg,1,1,1,-0.0540,0.0818,1.3200,0.0002680,24:26:40.000,11/20/2018 11:57:26
90,CC_DChg,1,1,1,-0.0540,0.0806,1.3350,0.0002693,24:43:20.000,11/20/2018 12:14:06
91,CC_DChg,1,1,1,-0.0540,0.0799,1.3500,0.0002705,25:00:00.000,11/20/2018 12:30:46
92,CC_DChg,1,1,1,-0.0540,0.0796,1.3650,0.0002717,25:16:40.000,11/20/2018 12:47:26
93,CC_DChg,1,1,1,-0.0540,0.0790,1.3800,0.0002728,25:33:20.000,11/20/2018 13:04:06
94,CC_DChg,1,1,1,-0.0540,0.0790,1.3950,0.0002740,25:50:00.000,11/20/2018 13:20:46
95,CC_DChg,1,1,1,-0.0540,0.0787,1.4100,0.0002752,26:06:40.000,11/20/2018 13:37:26
96,CC_DChg,1,1,1,-0.0540,0.0787,1.4250,0.0002764,26:23:20.000,11/20/2018 13:54:06
97,CC_DChg,1,1,1,-0.0540,0.0784,1.4400,0.0002776,26:40:00.000,11/20/2018 14:10:46
98,CC_DChg,1,1,1,-0.0540,0.0784,1.4550,0.0002787,26:56:40.000,11/20/2018 14:27:26
99,CC_DChg,1,1,1,-0.0540,0.0784,1.4700,0.0002799,27:13:20.000,11/20/2018 14:44:06
100,CC_DChg,1,1,1,-0.0540,0.0781,1.4850,0.0002811,27:30:00.000,11/20/2018 15:00:46
101,CC_DChg,1,1,1,-0.0540,0.0781,1.5000,0.0002823,27:46:40.000,11/20/2018 15:17:26
102,CC_DChg,1,1,1,-0.0540,0.0781,1.5150,0.0002834,28:03:20.000,11/20/2018 15:34:06
103,CC_DChg,1,1,1,-0.0540,0.0781,1.5300,0.0002846,28:20:00.000,11/20/2018 15:50:46
104,CC_DChg,1,1,1,-0.0540,0.0781,1.5450,0.0002858,28:36:40.000,11/20/2018 16:07:26
105,CC_DChg,1,1,1,-0.0540,0.0781,1.5600,0.0002870,28:53:20.000,11/20/2018 16:24:06
106,CC_DChg,1,1,1,-0.0540,0.0778,1.5750,0.0002881,29:10:00.000,11/20/2018 16:40:46
107,CC_DChg,1,1,1,-0.0540,0.0778,1.5900,0.0002893,29:26:40.000,11/20/2018 16:57:26
108,CC_DChg,1,1,1,-0.0540,0.0778,1.6050,0.0002905,29:43:20.000,11/20/2018 17:14:06
109,CC_DChg,1,1,1,-0.0540,0.0775,1.6200,0.0002916,30:00:00.000,11/20/2018 17:30:46
110,CC_DChg,1,1,1,-0.0540,0.0775,1.6350,0.0002928,30:16:40.000,11/20/2018 17:47:26
111,CC_DChg,1,1,1,-0.0540,0.0775,1.6500,0.0002940,30:33:20.000,11/20/2018 18:04:06
112,CC_DChg,1,1,1,-0.0540,0.0771,1.6650,0.0002951,30:50:00.000,11/20/2018 18:20:46
113,CC_DChg,1,1,1,-0.0540,0.0771,1.6800,0.0002963,31:06:40.000,11/20/2018 18:37:26
114,CC_DChg,1,1,1,-0.0540,0.0771,1.6950,0.0002974,31:23:20.000,11/20/2018 18:54:06
115,CC_DChg,1,1,1,-0.0540,0.0768,1.7100,0.0002986,31:40:00.000,11/20/2018 19:10:46
116,CC_DChg,1,1,1,-0.0540,0.0768,1.7250,0.0002997,31:56:40.000,11/20/2018 19:27:26
117,CC_DChg,1,1,1,-0.0540,0.0765,1.7400,0.0003009,32:13:20.000,11/20/2018 19:44:06
118,CC_DChg,1,1,1,-0.0540,0.0762,1.7550,0.0003020,32:30:00.000,11/20/2018 20:00:46
119,CC_DChg,1,1,1,-0.0540,0.0762,1.7700,0.0003032,32:46:40.000,11/20/2018 20:17:26
120,CC_DChg,1,1,1,-0.0540,0.0759,1.7850,0.0003043,33:03:20.000,11/20/2018 20:34:06
121,CC_DChg,1,1,1,-0.0540,0.0756,1.8000,0.0003054,33:20:00.000,11/20/2018 20:50:46
122,CC_DChg,1,1,1,-0.0540,0.0750,1.8150,0.0003066,33:36:40.000,11/20/2018 21:07:26
123,CC_DChg,1,1,1,-0.0540,0.0747,1.8300,0.0003077,33:53:20.000,11/20/2018 21:24:06
124,CC_DChg,1,1,1,-0.0540,0.0744,1.8450,0.0003088,34:10:00.000,11/20/2018 21:40:46
125,CC_DChg,1,1,1,-0.0540,0.0740,1.8600,0.0003099,34:26:40.000,11/20/2018 21:57:26
126,CC_DChg,1,1,1,-0.0540,0.0737,1.8750,0.0003110,34:43:20.000,11/20/2018 22:14:06
127,CC_DChg,1,1,1,-0.0540,0.0731,1.8900,0.0003121,35:00:00.000,11/20/2018 22:30:46
128,CC_DChg,1,1,1,-0.0540,0.0728,1.9050,0.0003132,35:16:40.000,11/20/2018 22:47:26
129,CC_DChg,1,1,1,-0.0540,0.0722,1.9200,0.0003143,35:33:20.000,11/20/2018 23:04:06
130,CC_DChg,1,1,1,-0.0540,0.0719,1.9350,0.0003154,35:50:00.000,11/20/2018 23:20:46
131,CC_DChg,1,1,1,-0.0540,0.0713,1.9500,0.0003165,36:06:40.000,11/20/2018 23:37:26
132,CC_DChg,1,1,1,-0.0540,0.0706,1.9650,0.0003175,36:23:20.000,11/20/2018 23:54:06
133,CC_DChg,1,1,1,-0.0540,0.0700,1.9800,0.0003186,36:40:00.000,11/21/2018 00:10:46
134,CC_DChg,1,1,1,-0.0540,0.0691,1.9950,0.0003196,36:56:40.000,11/21/2018 00:27:26
135,CC_DChg,1,1,1,-0.0540,0.0682,2.0100,0.0003207,37:13:20.000,11/21/2018 00:44:06
136,CC_DChg,1,1,1,-0.0540,0.0672,2.0250,0.0003217,37:30:00.000,11/21/2018 01:00:46
137,CC_DChg,1,1,1,-0.0540,0.0663,2.0400,0.0003227,37:46:40.000,11/21/2018 01:17:26
138,CC_DChg,1,1,1,-0.0540,0.0651,2.0550,0.0003237,38:03:20.000,11/21/2018 01:34:06
139,CC_DChg,1,1,1,-0.0540,0.0638,2.0700,0.0003246,38:20:00.000,11/21/2018 01:50:46
140,CC_DChg,1,1,1,-0.0540,0.0626,2.0850,0.0003256,38:36:40.000,11/21/2018 02:07:26
141,CC_DChg,1,1,1,-0.0540,0.0610,2.1000,0.0003265,38:53:20.000,11/21/2018 02:24:06
142,CC_DChg,1,1,1,-0.0540,0.0592,2.1150,0.0003274,39:10:00.000,11/21/2018 02:40:46
143,CC_DChg,1,1,1,-0.0540,0.0573,2.1300,0.0003283,39:26:40.000,11/21/2018 02:57:26
144,CC_DChg,1,1,1,-0.0540,0.0551,2.1450,0.0003291,39:43:20.000,11/21/2018 03:14:06
145,CC_DChg,1,1,1,-0.0540,0.0527,2.1600,0.0003299,40:00:00.000,11/21/2018 03:30:46
146,CC_DChg,1,1,1,-0.0540,0.0492,2.1750,0.0003307,40:16:40.000,11/21/2018 03:47:26
147,CC_DChg,1,1,1,-0.0540,0.0458,2.1900,0.0003314,40:33:20.000,11/21/2018 04:04:06
148,CC_DChg,1,1,1,-0.0540,0.0415,2.2050,0.0003321,40:50:00.000,11/21/2018 04:20:46
149,CC_DChg,1,1,1,-0.0540,0.0372,2.2200,0.0003327,41:06:40.000,11/21/2018 04:37:26
150,CC_DChg,1,1,1,-0.0540,0.0325,2.2350,0.0003332,41:23:20.000,11/21/2018 04:54:06
151,CC_DChg,1,1,1,-0.0540,0.0269,2.2500,0.0003336,41:40:00.000,11/21/2018 05:10:46
152,CC_DChg,1,1,1,-0.0540,0.0213,2.2650,0.0003340,41:56:40.000,11/21/2018 05:27:26
153,CC_DChg,1,1,1,-0.0540,0.0151,2.2800,0.0003343,42:13:20.000,11/21/2018 05:44:06
154,CC_DChg,1,1,1,-0.0540,0.0099,2.2911,0.0003344,42:25:38.000,11/21/2018 05:56:24
155,Rest,2,1,2,0.0000,0.0145,0.0000,0.0000000,0:00:00.000,11/21/2018 05:56:24
156,Rest,2,1,2,0.0000,0.0220,0.0000,0.0000000,0:15:00.000,11/21/2018 06:11:24
157,CC_Chg,3,1,3,0.0539,0.0257,0.0000,0.0000000,0:00:00.000,11/21/2018 06:11:24
158,CC_Chg,3,1,3,0.0540,0.0455,0.0150,0.0000006,0:16:40.000,11/21/2018 06:28:04
159,CC_Chg,3,1,3,0.0540,0.0576,0.0300,0.0000013,0:33:20.000,11/21/2018 06:44:44
160,CC_Chg,3,1,3,0.0540,0.0666,0.0450,0.0000023,0:50:00.000,11/21/2018 07:01:24
161,CC_Chg,3,1,3,0.0540,0.0737,0.0600,0.0000033,1:06:40.000,11/21/2018 07:18:04
162,CC_Chg,3,1,3,0.0540,0.0787,0.0750,0.0000045,1:23:20.000,11/21/2018 07:34:44
163,CC_Chg,3,1,3,0.0540,0.0824,0.0900,0.0000057,1:40:00.000,11/21/2018 07:51:24
164,CC_Chg,3,1,3,0.0540,0.0855,0.1050,0.0000069,1:56:40.000,11/21/2018 08:08:04
165,CC_Chg,3,1,3,0.0540,0.0874,0.1200,0.0000082,2:13:20.000,11/21/2018 08:24:44
166,CC_Chg,3,1,3,0.0540,0.0889,0.1350,0.0000096,2:30:00.000,11/21/2018 08:41:24
167,CC_Chg,3,1,3,0.0540,0.0902,0.1500,0.0000109,2:46:40.000,11/21/2018 08:58:04
168,CC_Chg,3,1,3,0.0540,0.0914,0.1650,0.0000123,3:03:20.000,11/21/2018 09:14:44
169,CC_Chg,3,1,3,0.0540,0.0923,0.1800,0.0000137,3:20:00.000,11/21/2018 09:31:24
170,CC_Chg,3,1,3,0.0540,0.0930,0.1950,0.0000150,3:36:40.000,11/21/2018 09:48:04
171,CC_Chg,3,1,3,0.0540,0.0933,0.2100,0.0000164,3:53:20.000,11/21/2018 10:04:44
172,CC_Chg,3,1,3,0.0540,0.0939,0.2250,0.0000178,4:10:00.000,11/21/2018 10:21:24
173,CC_Chg,3,1,3,0.0540,0.0942,0.2400,0.0000193,4:26:40.000,11/21/2018 10:38:04
174,CC_Chg,3,1,3,0.0540,0.0945,0.2550,0.0000207,4:43:20.000,11/21/2018 10:54:44
175,CC_Chg,3,1,3,0.0540,0.0948,0.2700,0.0000221,5:00:00.000,11/21/2018 11:11:24
176,CC_Chg,3,1,3,0.0540,0.0951,0.2850,0.0000235,5:16:40.000,11/21/2018 11:28:04
177,CC_Chg,3,1,3,0.0540,0.0951,0.3000,0.0000249,5:33:20.000,11/21/2018 11:44:44
178,CC_Chg,3,1,3,0.0540,0.0951,0.3150,0.0000264,5:50:00.000,11/21/2018 12:01:24
179,CC_Chg,3,1,3,0.0540,0.0954,0.3300,0.0000278,6:06:40.000,11/21/2018 12:18:04
180,CC_Chg,3,1,3,0.0540,0.0957,0.3450,0.0000292,6:23:20.000,11/21/2018 12:34:44
181,CC_Chg,3,1,3,0.0540,0.0957,0.3600,0.0000307,6:40:00.000,11/21/2018 12:51:24
182,CC_Chg,3,1,3,0.0540,0.0961,0.3750,0.0000321,6:56:40.000,11/21/2018 13:08:04
183,CC_Chg,3,1,3,0.0540,0.0961,0.3900,0.0000336,7:13:20.000,11/21/2018 13:24:44
184,CC_Chg,3,1,3,0.0540,0.0961,0.4050,0.0000350,7:30:00.000,11/21/2018 13:41:24
185,CC_Chg,3,1,3,0.0540,0.0964,0.4200,0.0000364,7:46:40.000,11/21/2018 13:58:04
186,CC_Chg,3,1,3,0.0540,0.0964,0.4350,0.0000379,8:03:20.000,11/21/2018 14:14:44
187,CC_Chg,3,1,3,0.0540,0.0964,0.4500,0.0000393,8:20:00.000,11/21/2018 14:31:24
188,CC_Chg,3,1,3,0.0540,0.0964,0.4650,0.0000408,8:36:40.000,11/21/2018 14:48:04
189,CC_Chg,3,1,3,0.0540,0.0967,0.4800,0.0000422,8:53:20.000,11/21/2018 15:04:44
190,CC_Chg,3,1,3,0.0540,0.0967,0.4950,0.0000437,9:10:00.000,11/21/2018 15:21:24
191,CC_Chg,3,1,3,0.0540,0.0970,0.5100,0.0000451,9:26:40.000,11/21/2018 15:38:04
192,CC_Chg,3,1,3,0.0540,0.0970,0.5250,0.0000466,9:43:20.000,11/21/2018 15:54:44
193,CC_Chg,3,1,3,0.0540,0.0970,0.5400,0.0000480,10:00:00.000,11/21/2018 16:11:24
194,CC_Chg,3,1,3,0.0540,0.0973,0.5550,0.0000495,10:16:40.000,11/21/2018 16:28:04
195,CC_Chg,3,1,3,0.0540,0.0973,0.5700,0.0000510,10:33:20.000,11/21/2018 16:44:44
196,CC_Chg,3,1,3,0.0540,0.0973,0.5850,0.0000524,10:50:00.000,11/21/2018 17:01:24
197,CC_Chg,3,1,3,0.0540,0.0976,0.6000,0.0000539,11:06:40.000,11/21/2018 17:18:04
198,CC_Chg,3,1,3,0.0540,0.0976,0.6150,0.0000553,11:23:20.000,11/21/2018 17:34:44
199,CC_Chg,3,1,3,0.0540,0.0979,0.6300,0.0000568,11:40:00.000,11/21/2018 17:51:24
200,CC_Chg,3,1,3,0.0540,0.0979,0.6450,0.0000583,11:56:40.000,11/21/2018 18:08:04
201,CC_Chg,3,1,3,0.0540,0.0982,0.6600,0.0000597,12:13:20.000,11/21/2018 18:24:44
202,CC_Chg,3,1,3,0.0540,0.0988,0.6750,0.0000612,12:30:00.000,11/21/2018 18:41:24
203,CC_Chg,3,1,3,0.0540,0.0988,0.6900,0.0000627,12:46:40.000,11/21/2018 18:58:04
204,CC_Chg,3,1,3,0.0540,0.0995,0.7050,0.0000642,13:03:20.000,11/21/2018 19:14:44
205,CC_Chg,3,1,3,0.0540,0.0998,0.7200,0.0000657,13:20:00.000,11/21/2018 19:31:24
206,CC_Chg,3,1,3,0.0540,0.1001,0.7350,0.0000672,13:36:40.000,11/21/2018 19:48:04
207,CC_Chg,3,1,3,0.0540,0.1004,0.7500,0.0000687,13:53:20.000,11/21/2018 20:04:44
208,CC_Chg,3,1,3,0.0540,0.1010,0.7650,0.0000702,14:10:00.000,11/21/2018 20:21:24
209,CC_Chg,3,1,3,0.0540,0.1016,0.7800,0.0000717,14:26:40.000,11/21/2018 20:38:04
210,CC_Chg,3,1,3,0.0540,0.1026,0.7950,0.0000732,14:43:20.000,11/21/2018 20:54:44
211,CC_Chg,3,1,3,0.0540,0.1032,0.8100,0.0000748,15:00:00.000,11/21/2018 21:11:24
212,CC_Chg,3,1,3,0.0540,0.1044,0.8250,0.0000763,15:16:40.000,11/21/2018 21:28:04
213,CC_Chg,3,1,3,0.0540,0.1057,0.8400,0.0000779,15:33:20.000,11/21/2018 21:44:44
214,CC_Chg,3,1,3,0.0540,0.1075,0.8550,0.0000795,15:50:00.000,11/21/2018 22:01:24
215,CC_Chg,3,1,3,0.0540,0.1094,0.8700,0.0000811,16:06:40.000,11/21/2018 22:18:04
216,CC_Chg,3,1,3,0.0540,0.1116,0.8850,0.0000828,16:23:20.000,11/21/2018 22:34:44
217,CC_Chg,3,1,3,0.0540,0.1137,0.9000,0.0000845,16:40:00.000,11/21/2018 22:51:24
218,CC_Chg,3,1,3,0.0540,0.1171,0.9150,0.0000862,16:56:40.000,11/21/2018 23:08:04
219,CC_Chg,3,1,3,0.0540,0.1199,0.9300,0.0000880,17:13:20.000,11/21/2018 23:24:44
220,CC_Chg,3,1,3,0.0540,0.1230,0.9450,0.0000898,17:30:00.000,11/21/2018 23:41:24
221,CC_Chg,3,1,3,0.0540,0.1255,0.9600,0.0000917,17:46:40.000,11/21/2018 23:58:04
222,CC_Chg,3,1,3,0.0540,0.1274,0.9750,0.0000936,18:03:20.000,11/22/2018 00:14:44
223,CC_Chg,3,1,3,0.0540,0.1289,0.9900,0.0000955,18:20:00.000,11/22/2018 00:31:24
224,CC_Chg,3,1,3,0.0540,0.1308,1.0050,0.0000974,18:36:40.000,11/22/2018 00:48:04
225,CC_Chg,3,1,3,0.0540,0.1317,1.0200,0.0000994,18:53:20.000,11/22/2018 01:04:44
226,CC_Chg,3,1,3,0.0540,0.1323,1.0350,0.0001014,19:10:00.000,11/22/2018 01:21:24
227,CC_Chg,3,1,3,0.0540,0.1333,1.0500,0.0001034,19:26:40.000,11/22/2018 01:38:04
228,CC_Chg,3,1,3,0.0540,0.1339,1.0650,0.0001054,19:43:20.000,11/22/2018 01:54:44
229,CC_Chg,3,1,3,0.0540,0.1342,1.0800,0.0001074,20:00:00.000,11/22/2018 02:11:24
230,CC_Chg,3,1,3,0.0540,0.1348,1.0950,0.0001094,20:16:40.000,11/22/2018 02:28:04
231,CC_Chg,3,1,3,0.0540,0.1351,1.1100,0.0001114,20:33:20.000,11/22/2018 02:44:44
232,CC_Chg,3,1,3,0.0540,0.1354,1.1250,0.0001135,20:50:00.000,11/22/2018 03:01:24
233,CC_Chg,3,1,3,0.0540,0.1357,1.1400,0.0001155,21:06:40.000,11/22/2018 03:18:04
234,CC_Chg,3,1,3,0.0540,0.1360,1.1550,0.0001175,21:23:20.000,11/22/2018 03:34:44
235,CC_Chg,3,1,3,0.0540,0.1364,1.1700,0.0001196,21:40:00.000,11/22/2018 03:51:24
236,CC_Chg,3,1,3,0.0540,0.1364,1.1850,0.0001216,21:56:40.000,11/22/2018 04:08:04
237,CC_Chg,3,1,3,0.0540,0.1367,1.2000,0.0001237,22:13:20.000,11/22/2018 04:24:44
238,CC_Chg,3,1,3,0.0540,0.1367,1.2150,0.0001257,22:30:00.000,11/22/2018 04:41:24
239,CC_Chg,3,1,3,0.0540,0.1370,1.2300,0.0001278,22:46:40.000,11/22/2018 04:58:04
240,CC_Chg,3,1,3,0.0540,0.1373,1.2450,0.0001298,23:03:20.000,11/22/2018 05:14:44
241,CC_Chg,3,1,3,0.0540,0.1373,1.2600,0.0001319,23:20:00.000,11/22/2018 05:31:24
